case:concept:name;concept:name;concept:flops;concept:kernel;concept:operation;timestamp:start
algorithm85;trsm_1e+07;1e+07;trsm!('R', 'L', 'T', 'N', 1.0, ml3, ml0);tmp70 = (tmp12 L15^-T);2022-12-23 14:07:21.044360
algorithm85;trsm_1e+07;1e+07;trsm!('R', 'L', 'N', 'N', 1.0, ml3, ml0);tmp72 = (tmp70 L15^-1);2022-12-23 14:07:22.044360
algorithm85;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp24 = (tmp72^T tmp68);2022-12-23 14:07:23.044360
algorithm77;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 13:53:56.044360
algorithm77;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 13:53:57.044360
algorithm77;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 13:53:58.044360
algorithm77;gemm_2e+07;2e+07;gemm!('T', 'N', 1.0, ml0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2022-12-23 13:53:59.044360
algorithm77;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2022-12-23 13:54:00.044360
algorithm77;ml5, ml3 = LAPACK.syev_3.34e+06;3.34e+06;ml5, ml3 = LAPACK.syev!('V', 'L', ml3);(Z18 W19 Z18^T) = tmp14;2022-12-23 13:54:01.044360
algorithm77;gemv_2e+04;2e+04;gemv!('T', 1.0, ml3, ml4, 0.0, ml6);tmp268 = (Z18^T tmp21);2022-12-23 13:54:02.044360
algorithm77;gemv_100;100;gemv!('N', 1.0, ml3, ml6, 0.0, ml7);tmp269 = (W19^-1 tmp268);2022-12-23 13:54:03.044360
algorithm75;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 13:50:36.044360
algorithm75;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 13:50:37.044360
algorithm75;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 13:50:38.044360
algorithm75;gemm_2e+07;2e+07;gemm!('T', 'N', 1.0, ml0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2022-12-23 13:50:39.044360
algorithm75;ml4, ml3 = LAPACK.syev_3.34e+06;3.34e+06;ml4, ml3 = LAPACK.syev!('V', 'L', ml3);(Z18 W19 Z18^T) = tmp14;2022-12-23 13:50:40.044360
algorithm75;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml5);tmp21 = (tmp12^T tmp68);2022-12-23 13:50:41.044360
algorithm75;gemv_2e+04;2e+04;gemv!('T', 1.0, ml3, ml5, 0.0, ml6);tmp268 = (Z18^T tmp21);2022-12-23 13:50:42.044360
algorithm75;gemv_100;100;gemv!('N', 1.0, ml3, ml6, 0.0, ml7);tmp269 = (W19^-1 tmp268);2022-12-23 13:50:43.044360
algorithm78;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 13:55:36.044360
algorithm78;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 13:55:37.044360
algorithm78;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 13:55:38.044360
algorithm78;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml3);tmp21 = (tmp12^T tmp68);2022-12-23 13:55:39.044360
algorithm78;gemm_2e+07;2e+07;gemm!('T', 'N', 1.0, ml0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2022-12-23 13:55:40.044360
algorithm78;ml5, ml4 = LAPACK.syev_3.34e+06;3.34e+06;ml5, ml4 = LAPACK.syev!('V', 'L', ml4);(Z18 W19 Z18^T) = tmp14;2022-12-23 13:55:41.044360
algorithm78;gemv_2e+04;2e+04;gemv!('T', 1.0, ml4, ml3, 0.0, ml6);tmp268 = (Z18^T tmp21);2022-12-23 13:55:42.044360
algorithm78;gemv_100;100;gemv!('N', 1.0, ml4, ml6, 0.0, ml7);tmp269 = (W19^-1 tmp268);2022-12-23 13:55:43.044360
algorithm30;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 12:35:36.044360
algorithm30;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 12:35:37.044360
algorithm30;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 12:35:38.044360
algorithm30;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2022-12-23 12:35:39.044360
algorithm30;ml4, ml3 = LAPACK.syev_3.34e+06;3.34e+06;ml4, ml3 = LAPACK.syev!('V', 'L', ml3);(Z18 W19 Z18^T) = tmp14;2022-12-23 12:35:40.044360
algorithm30;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml5);tmp21 = (tmp12^T tmp68);2022-12-23 12:35:41.044360
algorithm30;gemv_2e+04;2e+04;gemv!('T', 1.0, ml3, ml5, 0.0, ml6);tmp268 = (Z18^T tmp21);2022-12-23 12:35:42.044360
algorithm30;gemv_100;100;gemv!('N', 1.0, ml3, ml6, 0.0, ml7);tmp269 = (W19^-1 tmp268);2022-12-23 12:35:43.044360
algorithm23;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 12:23:56.044360
algorithm23;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 12:23:57.044360
algorithm23;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 12:23:58.044360
algorithm23;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml3);tmp21 = (tmp12^T tmp68);2022-12-23 12:23:59.044360
algorithm23;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2022-12-23 12:24:00.044360
algorithm23;ml4 = qr_2.67e+06;2.67e+06;ml4 = qr!(ml4);(Q16 R17) = tmp14;2022-12-23 12:24:01.044360
algorithm23;gemv_2e+04;2e+04;gemv!('T', 1.0, ml5, ml3, 0.0, ml6);tmp25 = (Q16^T tmp21);2022-12-23 12:24:02.044360
algorithm23;trsv_1e+04;1e+04;trsv!('U', 'N', 'N', ml7, ml6);tmp24 = (R17^-1 tmp25);2022-12-23 12:24:03.044360
algorithm71;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 13:43:56.044360
algorithm71;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 13:43:57.044360
algorithm71;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 13:43:58.044360
algorithm71;gemm_2e+07;2e+07;gemm!('T', 'N', 1.0, ml0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2022-12-23 13:43:59.044360
algorithm71;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2022-12-23 13:44:00.044360
algorithm71;ml3 = qr_2.67e+06;2.67e+06;ml3 = qr!(ml3);(Q16 R17) = tmp14;2022-12-23 13:44:01.044360
algorithm71;gemv_2e+04;2e+04;gemv!('T', 1.0, ml5, ml4, 0.0, ml6);tmp25 = (Q16^T tmp21);2022-12-23 13:44:02.044360
algorithm71;trsv_1e+04;1e+04;trsv!('U', 'N', 'N', ml7, ml6);tmp24 = (R17^-1 tmp25);2022-12-23 13:44:03.044360
algorithm3;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 11:50:36.044360
algorithm3;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 11:50:37.044360
algorithm3;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2022-12-23 11:50:38.044360
algorithm3;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 11:50:39.044360
algorithm3;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2022-12-23 11:50:40.044360
algorithm3;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2022-12-23 11:50:41.044360
algorithm3;trsv_1e+04;1e+04;trsv!('L', 'N', 'N', ml3, ml4);tmp23 = (L15^-1 tmp21);2022-12-23 11:50:42.044360
algorithm3;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml3, ml4);tmp24 = (L15^-T tmp23);2022-12-23 11:50:43.044360
algorithm86;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 14:08:56.044360
algorithm86;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 14:08:57.044360
algorithm86;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 14:08:58.044360
algorithm86;gemm_2e+07;2e+07;gemm!('T', 'N', 1.0, ml0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2022-12-23 14:08:59.044360
algorithm86;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2022-12-23 14:09:00.044360
algorithm86;trsm_1e+07;1e+07;trsm!('R', 'L', 'T', 'N', 1.0, ml3, ml0);tmp70 = (tmp12 L15^-T);2022-12-23 14:09:01.044360
algorithm86;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp23 = (tmp70^T tmp68);2022-12-23 14:09:02.044360
algorithm86;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml3, ml4);tmp24 = (L15^-T tmp23);2022-12-23 14:09:03.044360
algorithm47;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2022-12-23 13:03:56.044360
algorithm47;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 13:03:57.044360
algorithm47;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 13:03:58.044360
algorithm47;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2022-12-23 13:03:59.044360
algorithm47;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 13:04:00.044360
algorithm47;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2022-12-23 13:04:01.044360
algorithm47;gemv_2e+05;2e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp21 = (tmp56 tmp71);2022-12-23 13:04:02.044360
algorithm47;ml6, ml4 = LAPACK.syev_3.34e+06;3.34e+06;ml6, ml4 = LAPACK.syev!('V', 'L', ml4);(Z18 W19 Z18^T) = tmp14;2022-12-23 13:04:03.044360
algorithm47;gemv_2e+04;2e+04;gemv!('T', 1.0, ml4, ml5, 0.0, ml7);tmp268 = (Z18^T tmp21);2022-12-23 13:04:04.044360
algorithm47;gemv_100;100;gemv!('N', 1.0, ml4, ml7, 0.0, ml8);tmp269 = (W19^-1 tmp268);2022-12-23 13:04:05.044360
algorithm27;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 12:30:36.044360
algorithm27;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 12:30:37.044360
algorithm27;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 12:30:38.044360
algorithm27;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2022-12-23 12:30:39.044360
algorithm27;ml4, ml3 = LAPACK.syev_3.34e+06;3.34e+06;ml4, ml3 = LAPACK.syev!('V', 'L', ml3);(Z18 W19 Z18^T) = tmp14;2022-12-23 12:30:40.044360
algorithm27;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml5);tmp21 = (tmp12^T tmp68);2022-12-23 12:30:41.044360
algorithm27;gemv_2e+04;2e+04;gemv!('T', 1.0, ml3, ml5, 0.0, ml6);tmp268 = (Z18^T tmp21);2022-12-23 12:30:42.044360
algorithm27;gemv_100;100;gemv!('N', 1.0, ml3, ml6, 0.0, ml7);tmp269 = (W19^-1 tmp268);2022-12-23 12:30:43.044360
algorithm66;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2022-12-23 13:35:36.044360
algorithm66;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 13:35:37.044360
algorithm66;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 13:35:38.044360
algorithm66;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2022-12-23 13:35:39.044360
algorithm66;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2022-12-23 13:35:40.044360
algorithm66;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 13:35:41.044360
algorithm66;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2022-12-23 13:35:42.044360
algorithm66;trsm_1e+07;1e+07;trsm!('L', 'L', 'N', 'N', 1.0, ml4, ml3);tmp219 = (L15^-1 tmp56);2022-12-23 13:35:43.044360
algorithm66;gemv_2e+05;2e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp23 = (tmp219 tmp71);2022-12-23 13:35:44.044360
algorithm66;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml4, ml5);tmp24 = (L15^-T tmp23);2022-12-23 13:35:45.044360
algorithm35;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2022-12-23 12:43:56.044360
algorithm35;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 12:43:57.044360
algorithm35;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 12:43:58.044360
algorithm35;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 12:43:59.044360
algorithm35;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2022-12-23 12:44:00.044360
algorithm35;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2022-12-23 12:44:01.044360
algorithm35;ml4 = qr_2.67e+06;2.67e+06;ml4 = qr!(ml4);(Q16 R17) = tmp14;2022-12-23 12:44:02.044360
algorithm35;gemv_2e+05;2e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp21 = (tmp56 tmp71);2022-12-23 12:44:03.044360
algorithm35;gemv_2e+04;2e+04;gemv!('T', 1.0, ml6, ml5, 0.0, ml7);tmp25 = (Q16^T tmp21);2022-12-23 12:44:04.044360
algorithm35;trsv_1e+04;1e+04;trsv!('U', 'N', 'N', ml8, ml7);tmp24 = (R17^-1 tmp25);2022-12-23 12:44:05.044360
algorithm25;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 12:27:16.044360
algorithm25;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 12:27:17.044360
algorithm25;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2022-12-23 12:27:18.044360
algorithm25;ml4, ml3 = LAPACK.syev_3.34e+06;3.34e+06;ml4, ml3 = LAPACK.syev!('V', 'L', ml3);(Z18 W19 Z18^T) = tmp14;2022-12-23 12:27:19.044360
algorithm25;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 12:27:20.044360
algorithm25;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml5);tmp21 = (tmp12^T tmp68);2022-12-23 12:27:21.044360
algorithm25;gemv_2e+04;2e+04;gemv!('T', 1.0, ml3, ml5, 0.0, ml6);tmp268 = (Z18^T tmp21);2022-12-23 12:27:22.044360
algorithm25;gemv_100;100;gemv!('N', 1.0, ml3, ml6, 0.0, ml7);tmp269 = (W19^-1 tmp268);2022-12-23 12:27:23.044360
algorithm38;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2022-12-23 12:48:56.044360
algorithm38;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 12:48:57.044360
algorithm38;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 12:48:58.044360
algorithm38;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2022-12-23 12:48:59.044360
algorithm38;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 12:49:00.044360
algorithm38;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2022-12-23 12:49:01.044360
algorithm38;ml4 = qr_2.67e+06;2.67e+06;ml4 = qr!(ml4);(Q16 R17) = tmp14;2022-12-23 12:49:02.044360
algorithm38;gemv_2e+05;2e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp21 = (tmp56 tmp71);2022-12-23 12:49:03.044360
algorithm38;gemv_2e+04;2e+04;gemv!('T', 1.0, ml6, ml5, 0.0, ml7);tmp25 = (Q16^T tmp21);2022-12-23 12:49:04.044360
algorithm38;trsv_1e+04;1e+04;trsv!('U', 'N', 'N', ml8, ml7);tmp24 = (R17^-1 tmp25);2022-12-23 12:49:05.044360
algorithm16;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 12:12:16.044360
algorithm16;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 12:12:17.044360
algorithm16;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2022-12-23 12:12:18.044360
algorithm16;ml3 = qr_2.67e+06;2.67e+06;ml3 = qr!(ml3);(Q16 R17) = tmp14;2022-12-23 12:12:19.044360
algorithm16;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 12:12:20.044360
algorithm16;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2022-12-23 12:12:21.044360
algorithm16;gemv_2e+04;2e+04;gemv!('T', 1.0, ml5, ml4, 0.0, ml6);tmp25 = (Q16^T tmp21);2022-12-23 12:12:22.044360
algorithm16;trsv_1e+04;1e+04;trsv!('U', 'N', 'N', ml7, ml6);tmp24 = (R17^-1 tmp25);2022-12-23 12:12:23.044360
algorithm18;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 12:15:36.044360
algorithm18;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 12:15:37.044360
algorithm18;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 12:15:38.044360
algorithm18;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2022-12-23 12:15:39.044360
algorithm18;ml3 = qr_2.67e+06;2.67e+06;ml3 = qr!(ml3);(Q16 R17) = tmp14;2022-12-23 12:15:40.044360
algorithm18;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2022-12-23 12:15:41.044360
algorithm18;gemv_2e+04;2e+04;gemv!('T', 1.0, ml5, ml4, 0.0, ml6);tmp25 = (Q16^T tmp21);2022-12-23 12:15:42.044360
algorithm18;trsv_1e+04;1e+04;trsv!('U', 'N', 'N', ml7, ml6);tmp24 = (R17^-1 tmp25);2022-12-23 12:15:43.044360
algorithm28;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 12:32:16.044360
algorithm28;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 12:32:17.044360
algorithm28;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2022-12-23 12:32:18.044360
algorithm28;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 12:32:19.044360
algorithm28;ml4, ml3 = LAPACK.syev_3.34e+06;3.34e+06;ml4, ml3 = LAPACK.syev!('V', 'L', ml3);(Z18 W19 Z18^T) = tmp14;2022-12-23 12:32:20.044360
algorithm28;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml5);tmp21 = (tmp12^T tmp68);2022-12-23 12:32:21.044360
algorithm28;gemv_2e+04;2e+04;gemv!('T', 1.0, ml3, ml5, 0.0, ml6);tmp268 = (Z18^T tmp21);2022-12-23 12:32:22.044360
algorithm28;gemv_100;100;gemv!('N', 1.0, ml3, ml6, 0.0, ml7);tmp269 = (W19^-1 tmp268);2022-12-23 12:32:23.044360
algorithm81;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 14:00:36.044360
algorithm81;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 14:00:37.044360
algorithm81;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2022-12-23 14:00:38.044360
algorithm81;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2022-12-23 14:00:39.044360
algorithm81;trsm_1e+07;1e+07;trsm!('R', 'L', 'T', 'N', 1.0, ml3, ml0);tmp70 = (tmp12 L15^-T);2022-12-23 14:00:40.044360
algorithm81;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 14:00:41.044360
algorithm81;trsm_1e+07;1e+07;trsm!('R', 'L', 'N', 'N', 1.0, ml3, ml0);tmp72 = (tmp70 L15^-1);2022-12-23 14:00:42.044360
algorithm81;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp24 = (tmp72^T tmp68);2022-12-23 14:00:43.044360
algorithm63;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2022-12-23 13:30:36.044360
algorithm63;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 13:30:37.044360
algorithm63;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 13:30:38.044360
algorithm63;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2022-12-23 13:30:39.044360
algorithm63;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2022-12-23 13:30:40.044360
algorithm63;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 13:30:41.044360
algorithm63;trsm_1e+07;1e+07;trsm!('L', 'L', 'N', 'N', 1.0, ml4, ml3);tmp219 = (L15^-1 tmp56);2022-12-23 13:30:42.044360
algorithm63;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2022-12-23 13:30:43.044360
algorithm63;gemv_2e+05;2e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp23 = (tmp219 tmp71);2022-12-23 13:30:44.044360
algorithm63;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml4, ml5);tmp24 = (L15^-T tmp23);2022-12-23 13:30:45.044360
algorithm21;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 12:20:36.044360
algorithm21;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 12:20:37.044360
algorithm21;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 12:20:38.044360
algorithm21;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2022-12-23 12:20:39.044360
algorithm21;ml3 = qr_2.67e+06;2.67e+06;ml3 = qr!(ml3);(Q16 R17) = tmp14;2022-12-23 12:20:40.044360
algorithm21;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2022-12-23 12:20:41.044360
algorithm21;gemv_2e+04;2e+04;gemv!('T', 1.0, ml5, ml4, 0.0, ml6);tmp25 = (Q16^T tmp21);2022-12-23 12:20:42.044360
algorithm21;trsv_1e+04;1e+04;trsv!('U', 'N', 'N', ml7, ml6);tmp24 = (R17^-1 tmp25);2022-12-23 12:20:43.044360
algorithm98;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2022-12-23 14:28:56.044360
algorithm98;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 14:28:57.044360
